Timestamp,Angle
0.14431393146514893,0.9557053
0.23065602779388428,0.94636476
0.23066794872283936,0.96941984
0.2564159631729126,0.9517898
0.25643599033355713,0.9731222
0.2691899538040161,0.9676032
0.2691999673843384,0.9689664
0.2692049741744995,0.92343646
0.35679197311401367,0.9277986
0.39405202865600586,0.935006
0.42335593700408936,0.9307938
0.4634740352630615,0.9694209
0.49495601654052734,0.9682616
0.5262149572372437,0.97057587
0.5635999441146851,0.9717037
0.5904430150985718,0.9321322
0.623350977897644,0.9735077
0.6573039293289185,0.9273519
0.6895699501037598,0.9366207
0.7238199710845947,0.9720447
0.7574520111083984,0.9686645
0.7919559478759766,0.9665003
0.8238970041275024,0.9650745
0.8635820150375366,0.96703726
0.8933509588241577,0.95838076
0.9299769401550293,0.96680886
0.9628379344940186,0.9677065
0.9935610294342041,0.97375786
1.027379035949707,0.960592
1.0633569955825806,0.97149587
1.094504952430725,0.9663808
1.131098985671997,0.9662402
1.157694935798645,0.9775524
1.193585991859436,0.9771457
1.2253429889678955,0.9787785
1.2635619640350342,0.98291117
1.2955809831619263,0.9733765
1.3333100080490112,0.96810806
1.363739013671875,0.9795403
1.3941279649734497,0.97701705
1.424219012260437,0.9769114
1.4546499252319336,0.9768567
1.4932979345321655,0.97691214
1.5303280353546143,0.97918886
1.5633690357208252,0.9772686
1.5939300060272217,0.9827117
1.6300749778747559,0.9727304
1.6634390354156494,0.9667422
1.6951229572296143,0.9735879
1.7268970012664795,0.9638324
1.764375925064087,0.96428716
1.8034160137176514,0.97057575
1.8330639600753784,0.9604274
1.8634989261627197,0.9620405
1.9033559560775757,0.92721736
1.9339909553527832,0.9227008
1.966465950012207,0.9294288
2.0040630102157593,0.9080865
2.035030961036682,0.89768314
2.0628559589385986,0.89879864
2.093851923942566,0.88456905
2.130174994468689,0.84440464
2.1635539531707764,0.8335877
2.197803020477295,0.842518
2.2342569828033447,0.83907235
2.265486001968384,0.8276836
2.303164005279541,0.81231165
2.3337780237197876,0.801353
2.3734630346298218,0.77060777
2.403854012489319,0.73779726
2.435776948928833,0.67834854
2.4639869928359985,0.63342446
2.4971519708633423,0.60324097
2.5367239713668823,0.5901177
2.5659419298171997,0.59314996
